Kinase,Compound,Predicted_Kd_Category
FLT3(ITD),GW-2580,>300nM
PIK3CA(E542K),BI-2536,>300nM
MTOR,Flavopiridol,>300nM
MTOR,Ki-20227,>300nM
CDC2L2,BI-2536,>300nM
MAP4K3,LY-317615,>300nM
HPK1,GSK-1838705A,>300nM
LATS2,AG-013736,>300nM
EPHA1,Vandetanib,<300nM
p38-gamma,ABT-869,>300nM
YANK1,BIRB-796,>300nM
WEE2,SB-203580,>300nM
TESK1,PP-242,<300nM
DRAK1,KW-2449,<300nM
TLK1,R406,<300nM
ARK5,MLN-120B,>300nM
TYRO3,Lapatinib,>300nM
PRKD3,PHA-665752,<300nM
JAK1(JH2domain-pseudokinase),LY-333531,>300nM
PIP5K2B,Ki-20227,>300nM
AXL,GW-2580,>300nM
RIPK4,R547,>300nM
ERK1,CP-690550,>300nM
BRAF,MLN-518,>300nM
PRKCH,Pazopanib,>300nM
ABL1(Y253F)-phosphorylated,Vandetanib,<300nM
PIK3CA(I800L),BMS-540215,>300nM
MLK2,R547,>300nM
ULK3,BIBW-2992,>300nM
FGR,MLN-8054,<300nM
SIK2,CP-690550,>300nM
PKAC-alpha,KW-2449,<300nM
MYLK4,BI-2536,>300nM
CLK4,CP-690550,>300nM
MLK1,Nilotinib,>300nM
OSR1,Dasatinib,>300nM
ICK,PD-173955,>300nM
SLK,AZD-6244/ARRY-886,>300nM
DRAK1,PLX-4720,>300nM
KIT(D816V),LY-317615,>300nM
KIT(A829P),CI-1033,<300nM
ZAP70,A-674563,>300nM
PRP4,PHA-665752,>300nM
CSF1R,GDC-0941,>300nM
CDK8,CHIR-258/TKI-258,>300nM
PYK2,AZD-1152HQPA,>300nM
SRPK2,ABT-869,>300nM
NEK11,TG-101348,<300nM
CSNK1A1L,CEP-701,<300nM
RIPK2,CHIR-258/TKI-258,<300nM
NEK5,PD-173955,>300nM
NIM1,R406,<300nM
AKT3,JNJ-28312141,>300nM
KIT(A829P),Gefitinib,<300nM
ABL1(F317I)-nonphosphorylated,TG-101348,<300nM
ERK4,GDC-0941,>300nM
PKN2,Gefitinib,>300nM
QSK,MLN-8054,>300nM
PIP5K1C,CI-1033,>300nM
RIOK3,HKI-272,>300nM
ASK2,PP-242,>300nM
IRAK1,PKC-412,<300nM
YES,CP-690550,>300nM
TGFBR1,Ki-20227,>300nM
PAK7,MLN-120B,>300nM
TLK1,PTK-787,>300nM
CLK1,SB-203580,>300nM
MAP4K3,PP-242,<300nM
MET,PTK-787,>300nM
CAMK1D,JNJ-28312141,>300nM
SgK110,AZD-2171,>300nM
MARK4,BIBW-2992,>300nM
DAPK1,PP-242,<300nM
ASK2,Erlotinib,>300nM
GSK3B,PKC-412,<300nM
CDK5,BIBW-2992,>300nM
CDK9,BIBW-2992,>300nM
MELK,Erlotinib,>300nM
FLT3(D835Y),AC220,<300nM
TAOK3,GSK-690693,<300nM
MST1R,PKC-412,>300nM
MAST1,LY-333531,>300nM
SLK,LY-317615,<300nM
TNK2,Erlotinib,>300nM
TNK1,HKI-272,>300nM
EGFR(G719S),PTK-787,>300nM
PIK3CG,SGX-523,>300nM
CAMK2A,ABT-869,>300nM
PCTK3,HKI-272,>300nM
ROS1,AST-487,<300nM
MST1R,MLN-120B,>300nM
PRKCQ,PHA-665752,>300nM
PIK3CA(M1043I),Gefitinib,>300nM
MEK6,Ki-20227,>300nM
MERTK,CHIR-265/RAF-265,>300nM
PRKR,AT-7519,>300nM
EGFR(S752-I759del),JNJ-28312141,>300nM
RIOK2,TAE-684,<300nM
p38-alpha,CEP-701,<300nM
MAP3K3,Pazopanib,>300nM
JNK1,R547,>300nM
SRMS,CEP-701,<300nM
BRAF(V600E),Pazopanib,<300nM
FGFR3(G697C),Flavopiridol,>300nM
FRK,GW-2580,>300nM
p38-delta,CI-1033,>300nM
DLK,MLN-518,>300nM
RIOK2,Lapatinib,>300nM
DYRK1B,GDC-0941,>300nM
IKK-alpha,AC220,>300nM
YANK3,Crizotinib,>300nM
MAP4K3,GSK-690693,>300nM
DCAMKL3,PP-242,<300nM
TLK2,SGX-523,>300nM
TIE2,Gefitinib,>300nM
MST1R,SB-203580,>300nM
ACVRL1,AZD-6244/ARRY-886,>300nM
YANK3,Gefitinib,>300nM
FLT3(D835H),R547,>300nM
LRRK2(G2019S),GSK-1838705A,>300nM
MEK5,BIRB-796,<300nM
NEK11,AB-1010,>300nM
JAK2(JH1domain-catalytic),MLN-8054,>300nM
PRKCI,PP-242,>300nM
GSK3B,GSK-1838705A,>300nM
PKN1,Staurosporine,<300nM
BRK,Gefitinib,>300nM
MINK,TAE-684,<300nM
NIM1,BIBW-2992,>300nM
PLK3,AG-013736,>300nM
CDC2L5,PLX-4720,>300nM
RET(V804M),BIBW-2992,>300nM
SRPK2,AT-7519,>300nM
EGFR(T790M),GW-2580,>300nM
BRSK2,R406,>300nM
PRKCE,Staurosporine,<300nM
"EGFR(L747-S752del, P753S)",A-674563,>300nM
MARK4,MLN-8054,>300nM
EGFR(E746-A750del),R547,>300nM
PFCDPK1(P.falciparum),Dasatinib,>300nM
ERK4,MLN-518,>300nM
BRSK2,KW-2449,>300nM
PHKG2,Nilotinib,>300nM
CDK7,BMS-387032/SNS-032,<300nM
BLK,Imatinib,<300nM
ULK1,Imatinib,>300nM
AKT1,PHA-665752,>300nM
ACVR1,ABT-869,>300nM
ERK1,CHIR-265/RAF-265,>300nM
CIT,BMS-387032/SNS-032,<300nM
CLK4,Pazopanib,>300nM
LKB1,SGX-523,>300nM
TGFBR1,CP-690550,>300nM
TNK1,Gefitinib,>300nM
EGFR(E746-A750del),LY-317615,>300nM
JNK3,CHIR-265/RAF-265,>300nM
EGFR(T790M),BIRB-796,>300nM
YES,CI-1033,<300nM
LIMK1,SGX-523,>300nM
MST1R,HKI-272,>300nM
LZK,SGX-523,>300nM
RET(V804M),BMS-387032/SNS-032,>300nM
TLK1,BIBW-2992,>300nM
PDPK1,GSK-1838705A,>300nM
PLK3,HKI-272,>300nM
PIK3C2G,GDC-0941,>300nM
LCK,AZD-2171,<300nM
FGFR4,CI-1033,>300nM
LZK,PD-173955,>300nM
MYO3A,CP-690550,>300nM
ANKK1,PKC-412,>300nM
TAOK3,GW-2580,>300nM
ADCK4,PP-242,<300nM
MEK3,AZD-1152HQPA,>300nM
"EGFR(L747-S752del, P753S)",Staurosporine,<300nM
PDPK1,Imatinib,>300nM
PAK3,AT-7519,>300nM
"EGFR(L858R,T790M)",BMS-387032/SNS-032,>300nM
PFPK5(P.falciparum),MLN-8054,>300nM
TTK,Imatinib,>300nM
ABL1(E255K)-phosphorylated,BMS-540215,<300nM
CHEK1,AB-1010,>300nM
RIPK4,CHIR-258/TKI-258,>300nM
RSK4(Kin.Dom.2-C-terminal),AZD-2171,>300nM
DDR1,BMS-387032/SNS-032,<300nM
CSNK1D,AZD-6244/ARRY-886,>300nM
HIPK4,LY-317615,<300nM
GRK1,CP-690550,>300nM
CAMK1D,PLX-4720,>300nM
MELK,Staurosporine,<300nM
ERK4,A-674563,>300nM
MKNK1,BMS-387032/SNS-032,>300nM
ULK2,AT-7519,>300nM
ULK3,Gefitinib,>300nM
MAST1,SB-203580,>300nM
FGFR2,R406,<300nM
SLK,AB-1010,>300nM
MAP4K2,MLN-518,>300nM
FER,INCB18424,>300nM
BRK,Vandetanib,>300nM
DMPK,Ki-20227,>300nM
DCAMKL2,Lapatinib,>300nM
LKB1,Imatinib,>300nM
ABL1(F317L)-phosphorylated,Gefitinib,<300nM
BRAF(V600E),Vandetanib,>300nM
PIK3CA(E545A),SB-203580,>300nM
DCAMKL1,SGX-523,>300nM
TAK1,BI-2536,>300nM
SGK3,BIRB-796,>300nM
NLK,LY-333531,>300nM
CDK4-cyclinD1,TAE-684,<300nM
ERK3,Lapatinib,>300nM
CDKL1,BMS-387032/SNS-032,>300nM
FAK,GW-2580,>300nM
RSK4(Kin.Dom.1-N-terminal),BMS-387032/SNS-032,>300nM
JNK3,GW-2580,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),BMS-345541,>300nM
NEK1,SB-203580,>300nM
MAP3K3,HKI-272,<300nM
IRAK3,R406,<300nM
LOK,BMS-540215,<300nM
STK35,Erlotinib,>300nM
YANK3,ABT-869,>300nM
CAMKK2,AZD-2171,>300nM
EPHB1,AZD-6244/ARRY-886,>300nM
"EGFR(L747-E749del, A750P)",BIBW-2992,<300nM
JNK1,BMS-345541,>300nM
PIK3CA(H1047Y),JNJ-28312141,>300nM
GSK3A,PP-242,>300nM
CSNK1G1,GSK-1838705A,>300nM
BMPR2,LY-317615,>300nM
DDR2,R406,<300nM
p38-beta,Nilotinib,>300nM
SGK3,PHA-665752,>300nM
MAPKAPK5,KW-2449,>300nM
ABL1-phosphorylated,SGX-523,>300nM
MST1,BIBW-2992,>300nM
RSK1(Kin.Dom.2-C-terminal),JNJ-28312141,<300nM
ACVR2B,KW-2449,<300nM
TAOK3,BMS-345541,>300nM
EPHA3,AC220,>300nM
BLK,PKC-412,<300nM
DAPK1,AB-1010,>300nM
ASK1,PP-242,>300nM
RSK1(Kin.Dom.2-C-terminal),R547,>300nM
MINK,TG-101348,<300nM
ERK4,AC220,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),AZD-1152HQPA,>300nM
CSNK1A1,CP-690550,>300nM
DRAK1,Erlotinib,>300nM
CDK8,GW-2580,>300nM
FGFR3,TAE-684,<300nM
ABL1(M351T)-phosphorylated,PTK-787,>300nM
HIPK1,PHA-665752,<300nM
GRK4,AC220,>300nM
TNNI3K,GSK-690693,>300nM
SIK2,BMS-345541,>300nM
YSK4,Ki-20227,<300nM
PIM3,Ki-20227,>300nM
PRKX,MLN-120B,>300nM
TNNI3K,JNJ-28312141,<300nM
CDK7,Lapatinib,>300nM
MAST1,JNJ-28312141,>300nM
EPHB4,CHIR-265/RAF-265,>300nM
MLK1,PLX-4720,>300nM
TLK2,PKC-412,>300nM
MEK4,LY-333531,>300nM
YANK2,INCB18424,>300nM
NEK1,Staurosporine,<300nM
ABL2,SB-203580,>300nM
CAMK2A,BMS-345541,>300nM
FLT1,Vandetanib,<300nM
FYN,GSK-1838705A,>300nM
PAK2,AZD-1152HQPA,>300nM
ERK3,SGX-523,>300nM
MAP4K2,BMS-345541,>300nM
CDC2L5,CHIR-265/RAF-265,>300nM
CHEK2,Ki-20227,>300nM
GRK7,LY-333531,<300nM
MARK4,PD-173955,>300nM
FLT3(N841I),LY-317615,<300nM
PIK3CA,MLN-120B,>300nM
PIP5K2B,Staurosporine,<300nM
RPS6KA4(Kin.Dom.2-C-terminal),LY-333531,<300nM
CDK2,ABT-869,>300nM
HPK1,PLX-4720,>300nM
PYK2,MLN-518,>300nM
ERK2,Nilotinib,>300nM
MTOR,TAE-684,>300nM
CDC2L1,A-674563,>300nM
ADCK3,Flavopiridol,>300nM
RIPK2,R547,>300nM
LATS2,LY-317615,>300nM
JAK1(JH1domain-catalytic),LY-333531,>300nM
MEK1,CI-1033,<300nM
CAMK2B,PLX-4720,>300nM
MYO3A,PP-242,>300nM
CAMK1G,Nilotinib,>300nM
"EGFR(L747-S752del, P753S)",TAE-684,<300nM
RIPK5,Pazopanib,>300nM
TGFBR1,AG-013736,>300nM
PCTK2,CHIR-258/TKI-258,>300nM
"KIT(V559D,T670I)",MLN-120B,>300nM
RIPK5,MLN-8054,>300nM
FER,SGX-523,>300nM
EGFR(L858R),GSK-1838705A,>300nM
FLT3(D835Y),CHIR-258/TKI-258,<300nM
ASK2,HKI-272,>300nM
PCTK2,PP-242,>300nM
PLK2,GSK-1838705A,>300nM
MARK1,CHIR-258/TKI-258,>300nM
ABL1(H396P)-nonphosphorylated,AC220,>300nM
SNRK,PD-173955,>300nM
DCAMKL1,Pazopanib,>300nM
ABL1(F317L)-phosphorylated,MLN-518,>300nM
PIK3CA(C420R),AB-1010,>300nM
"EGFR(L747-T751del,Sins)",Erlotinib,<300nM
MST3,CHIR-258/TKI-258,>300nM
p38-delta,PD-173955,>300nM
CAMK4,AG-013736,>300nM
"KIT(V559D,V654A)",Crizotinib,<300nM
LATS2,MLN-8054,>300nM
MRCKA,AB-1010,>300nM
TAOK2,Staurosporine,<300nM
KIT(L576P),PP-242,<300nM
ICK,R547,>300nM
TESK1,Imatinib,>300nM
DYRK2,Lapatinib,>300nM
ROCK2,CEP-701,<300nM
MST3,Dasatinib,>300nM
TNK2,AC220,>300nM
YSK1,Dasatinib,>300nM
ERK5,AZD-2171,>300nM
EPHB3,CHIR-258/TKI-258,>300nM
MAP3K4,Flavopiridol,>300nM
PFTAIRE2,AZD-2171,>300nM
SIK,GDC-0941,>300nM
PKMYT1,LY-333531,>300nM
PIK3CA(Q546K),A-674563,>300nM
RIPK4,Lapatinib,>300nM
ACVR2A,TAE-684,<300nM
MARK3,PHA-665752,>300nM
EGFR(L858R),SB-203580,>300nM
SRPK3,PLX-4720,>300nM
RSK1(Kin.Dom.2-C-terminal),AC220,>300nM
IRAK3,LY-317615,>300nM
PHKG1,INCB18424,>300nM
PAK1,MLN-120B,>300nM
EPHB3,AZD-2171,>300nM
PIK3CA(H1047Y),ABT-869,>300nM
PIK3CG,MLN-518,>300nM
ANKK1,CHIR-258/TKI-258,>300nM
PIK3C2G,PD-173955,>300nM
LTK,TG-101348,<300nM
CDK5,Ki-20227,>300nM
BMPR1A,BIBW-2992,>300nM
RSK4(Kin.Dom.2-C-terminal),GSK-690693,>300nM
PFTK1,SB-203580,>300nM
CAMK4,Ki-20227,>300nM
CHEK1,MLN-518,>300nM
TRPM6,PP-242,>300nM
ABL1(H396P)-nonphosphorylated,INCB18424,>300nM
GRK7,Pazopanib,>300nM
HIPK3,ABT-869,<300nM
MKNK2,Staurosporine,<300nM
CDC2L2,CP-690550,>300nM
EPHB1,Flavopiridol,>300nM
RSK4(Kin.Dom.1-N-terminal),BIRB-796,>300nM
MST1,PD-173955,>300nM
BIKE,BIBW-2992,>300nM
ADCK3,Gefitinib,>300nM
TBK1,BMS-540215,>300nM
EGFR,AZD-1152HQPA,<300nM
PRKG2,HKI-272,>300nM
NEK9,Vandetanib,>300nM
EGFR(L861Q),TG-101348,<300nM
MET(Y1235D),Vandetanib,<300nM
PAK3,GSK-1838705A,>300nM
RIPK5,Staurosporine,<300nM
MRCKB,Pazopanib,>300nM
CIT,GDC-0879,>300nM
ACVRL1,AC220,>300nM
DAPK2,CHIR-258/TKI-258,<300nM
AMPK-alpha2,MLN-518,>300nM
ABL1(T315I)-phosphorylated,Vandetanib,<300nM
CHEK2,MLN-120B,>300nM
CAMK2B,GDC-0879,>300nM
RET(V804L),Vandetanib,<300nM
INSRR,MLN-120B,>300nM
TIE2,Pazopanib,<300nM
CDKL5,Flavopiridol,>300nM
MEK2,R406,<300nM
RET(M918T),Gefitinib,<300nM
IKK-alpha,AST-487,<300nM
MKNK1,GSK-690693,>300nM
MST3,HKI-272,>300nM
CAMK2G,BMS-387032/SNS-032,>300nM
AMPK-alpha1,MLN-518,>300nM
PAK1,HKI-272,>300nM
LIMK1,BIRB-796,>300nM
ABL1(H396P)-nonphosphorylated,R547,>300nM
ERBB2,Imatinib,>300nM
MYO3A,BIBW-2992,>300nM
PHKG1,PD-173955,<300nM
"EGFR(L747-S752del, P753S)",BMS-345541,>300nM
ABL1(Y253F)-phosphorylated,Erlotinib,<300nM
MYO3A,GDC-0941,>300nM
CDK5,GSK-690693,>300nM
CSNK1A1,AC220,>300nM
PIK3CG,CHIR-258/TKI-258,>300nM
DMPK2,PP-242,<300nM
TTK,INCB18424,>300nM
PRKCD,LY-317615,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),AST-487,<300nM
EPHA7,GSK-1838705A,>300nM
FLT3(R834Q),Nilotinib,>300nM
TGFBR2,SB-203580,>300nM
PRKD3,GW-2580,>300nM
MET(M1250T),A-674563,>300nM
MKNK2,AB-1010,>300nM
MAPKAPK2,AZD-2171,>300nM
EGFR(L861Q),Gefitinib,<300nM
TNK2,CHIR-265/RAF-265,>300nM
MET,TG-101348,<300nM
RPS6KA4(Kin.Dom.2-C-terminal),CHIR-258/TKI-258,<300nM
PIP5K1C,KW-2449,<300nM
ROCK1,BIRB-796,>300nM
HIPK2,AZD-6244/ARRY-886,>300nM
HIPK1,BIRB-796,>300nM
FLT4,Vandetanib,<300nM
FGR,Staurosporine,<300nM
ERK1,AZD-1152HQPA,>300nM
PRP4,MLN-8054,>300nM
NEK4,Dasatinib,>300nM
OSR1,BMS-540215,>300nM
ABL1(Q252H)-nonphosphorylated,LY-333531,>300nM
BMPR1A,GSK-690693,>300nM
YES,R547,>300nM
RET,Crizotinib,<300nM
MARK3,LY-333531,>300nM
ERN1,Crizotinib,>300nM
PKAC-alpha,Imatinib,>300nM
PAK4,PD-173955,>300nM
MUSK,LY-333531,>300nM
CSNK1G1,Gefitinib,>300nM
MRCKA,Crizotinib,>300nM
CSNK1A1,MLN-8054,>300nM
CDK4-cyclinD1,Flavopiridol,<300nM
PIK3CA(I800L),GDC-0941,<300nM
LOK,AST-487,<300nM
ACVR2B,AB-1010,>300nM
PKAC-alpha,Ki-20227,>300nM
PKAC-alpha,BMS-387032/SNS-032,>300nM
PFTAIRE2,GDC-0879,>300nM
CAMK1G,PLX-4720,>300nM
JAK2(JH1domain-catalytic),CI-1033,>300nM
LKB1,INCB18424,>300nM
PIP5K1C,GDC-0941,>300nM
PIK3CA(E545K),CP-690550,>300nM
PDGFRB,Nilotinib,<300nM
SGK3,Ki-20227,>300nM
ABL1-nonphosphorylated,Nilotinib,<300nM
HIPK4,R406,<300nM
HIPK2,PD-173955,<300nM
CAMK2D,MLN-8054,>300nM
RET(V804L),AT-7519,>300nM
FYN,A-674563,>300nM
AURKC,Gefitinib,>300nM
ABL1(E255K)-phosphorylated,Staurosporine,<300nM
IRAK1,AB-1010,>300nM
PRKX,GDC-0879,>300nM
FLT3(D835Y),PTK-787,>300nM
CSNK1A1L,Lapatinib,>300nM
EPHB6,JNJ-28312141,<300nM
PCTK3,AT-7519,>300nM
CLK4,Imatinib,>300nM
ERK2,AZD-6244/ARRY-886,>300nM
MEK5,R547,>300nM
JAK3(JH1domain-catalytic),KW-2449,<300nM
SLK,KW-2449,<300nM
CAMK4,Lapatinib,>300nM
CDK4-cyclinD1,CI-1033,>300nM
PRP4,Crizotinib,>300nM
TIE2,TG-101348,<300nM
STK16,AT-7519,>300nM
BMX,TAE-684,<300nM
CLK2,BMS-387032/SNS-032,<300nM
PRKCH,GSK-690693,>300nM
DCAMKL1,Imatinib,>300nM
FLT3(D835H),GSK-1838705A,>300nM
MAST1,SGX-523,>300nM
RIPK4,AZD-1152HQPA,>300nM
TIE1,MLN-518,>300nM
PIM3,PLX-4720,>300nM
RET,BMS-540215,>300nM
MRCKA,BIRB-796,>300nM
ERK5,CEP-701,<300nM
RET(V804M),Staurosporine,<300nM
CLK1,CHIR-258/TKI-258,<300nM
STK35,BMS-387032/SNS-032,>300nM
JNK1,INCB18424,>300nM
PRKCE,INCB18424,>300nM
MKNK2,BMS-345541,>300nM
MAP3K15,AZD-1152HQPA,>300nM
GAK,TG-101348,<300nM
NEK6,LY-333531,>300nM
CLK3,BMS-345541,>300nM
SNRK,CP-690550,>300nM
TAOK3,LY-333531,<300nM
ICK,BIRB-796,>300nM
ABL1(F317L)-phosphorylated,AG-013736,<300nM
RIPK2,CP-690550,>300nM
NLK,Nilotinib,>300nM
CAMK1,INCB18424,>300nM
EGFR,AZD-2171,<300nM
PAK7,R406,<300nM
CLK2,INCB18424,<300nM
DYRK1A,CP-690550,>300nM
CDC2L1,AB-1010,>300nM
TNIK,PP-242,<300nM
EGFR(L858R),Erlotinib,<300nM
PFTAIRE2,PP-242,>300nM
PYK2,AB-1010,>300nM
PIM2,TG-101348,<300nM
RET,TG-101348,<300nM
AKT1,Nilotinib,>300nM
BRSK2,LY-333531,>300nM
MST1,BMS-540215,>300nM
MRCKB,BMS-387032/SNS-032,>300nM
RSK3(Kin.Dom.1-N-terminal),R547,>300nM
PCTK3,AZD-2171,>300nM
TGFBR2,BMS-387032/SNS-032,>300nM
SYK,BIBW-2992,>300nM
ERBB2,Flavopiridol,>300nM
FGR,Lapatinib,>300nM
MINK,INCB18424,<300nM
ROCK1,Gefitinib,>300nM
ABL1(M351T)-phosphorylated,MLN-8054,<300nM
CSK,CP-690550,>300nM
BTK,BMS-387032/SNS-032,>300nM
BMX,AZD-2171,>300nM
NLK,AZD-2171,>300nM
AXL,Staurosporine,<300nM
MYLK,CP-690550,>300nM
MEK2,MLN-8054,>300nM
PAK2,BMS-387032/SNS-032,>300nM
PRP4,AC220,>300nM
JAK1(JH1domain-catalytic),ABT-869,>300nM
PIK3CA(Q546K),Crizotinib,>300nM
MEK1,CHIR-265/RAF-265,>300nM
PFPK5(P.falciparum),Gefitinib,>300nM
SIK,BMS-540215,>300nM
TNIK,BMS-345541,>300nM
ICK,R406,>300nM
TAK1,MLN-120B,>300nM
MET(M1250T),Dasatinib,<300nM
EPHA6,R547,>300nM
FLT3(N841I),JNJ-28312141,<300nM
EGFR(L858R),BIBW-2992,<300nM
CDK3,MLN-120B,>300nM
MARK4,BMS-387032/SNS-032,>300nM
PRKCQ,BIRB-796,>300nM
CHEK1,SB-203580,>300nM
JNK3,GSK-1838705A,>300nM
FRK,GDC-0879,>300nM
FLT3(D835Y),HKI-272,>300nM
ACVR2A,Crizotinib,>300nM
PCTK2,KW-2449,<300nM
ABL1(E255K)-phosphorylated,AB-1010,<300nM
TYK2(JH2domain-pseudokinase),BMS-387032/SNS-032,>300nM
DCAMKL2,PLX-4720,>300nM
BMPR1B,Imatinib,>300nM
BRAF(V600E),CEP-701,<300nM
BRSK1,Flavopiridol,>300nM
PIK3CA(E542K),Staurosporine,>300nM
ULK3,AC220,>300nM
SLK,CEP-701,<300nM
ABL1(F317I)-phosphorylated,GSK-1838705A,>300nM
MEK3,PHA-665752,>300nM
PIK3CG,BMS-345541,>300nM
MYLK2,PTK-787,>300nM
PCTK1,PHA-665752,<300nM
PLK2,GSK-690693,>300nM
KIT(D816V),GDC-0879,>300nM
MKNK2,KW-2449,<300nM
TIE1,INCB18424,<300nM
FGFR2,GW-2580,>300nM
MARK1,INCB18424,>300nM
AKT3,TAE-684,<300nM
EPHA4,Pazopanib,>300nM
VEGFR2,PLX-4720,>300nM
MARK4,Lapatinib,>300nM
CAMK1G,AZD-6244/ARRY-886,>300nM
ABL2,Ki-20227,<300nM
PAK2,AT-7519,>300nM
YANK3,BMS-345541,>300nM
AURKB,GDC-0941,>300nM
EGFR(G719S),Erlotinib,<300nM
DDR2,Crizotinib,<300nM
PIP5K1A,Staurosporine,<300nM
TNK2,AT-7519,>300nM
FGFR3(G697C),R406,<300nM
RSK4(Kin.Dom.2-C-terminal),Nilotinib,>300nM
MELK,A-674563,<300nM
CSNK1G3,AZD-1152HQPA,>300nM
LKB1,JNJ-28312141,>300nM
ABL1(H396P)-phosphorylated,Nilotinib,<300nM
CTK,AC220,>300nM
PLK4,PHA-665752,<300nM
PAK4,AZD-1152HQPA,>300nM
ZAK,Erlotinib,>300nM
EPHB6,GDC-0879,>300nM
CAMK2G,LY-317615,>300nM
MEK4,BMS-387032/SNS-032,>300nM
KIT(D816V),Gefitinib,<300nM
PRKCD,Crizotinib,>300nM
TSSK1B,JNJ-28312141,>300nM
EGFR(S752-I759del),BIRB-796,>300nM
FRK,BIBW-2992,<300nM
MAP3K2,Imatinib,>300nM
FLT3(K663Q),AZD-6244/ARRY-886,>300nM
MAP4K2,AG-013736,<300nM
PCTK2,Imatinib,>300nM
"EGFR(L858R,T790M)",GDC-0879,>300nM
LKB1,AB-1010,>300nM
DCAMKL2,INCB18424,>300nM
EGFR(T790M),LY-317615,>300nM
CHEK1,BIRB-796,>300nM
FLT3(ITD),GDC-0879,>300nM
HIPK1,PLX-4720,>300nM
LIMK1,BIBW-2992,>300nM
MAP3K3,Gefitinib,>300nM
KIT(A829P),A-674563,<300nM
EPHA5,GDC-0941,>300nM
ADCK3,TG-101348,<300nM
FLT3(ITD),AZD-1152HQPA,<300nM
MAST1,TAE-684,<300nM
MET(M1250T),PLX-4720,>300nM
BRSK2,CHIR-265/RAF-265,>300nM
CDC2L5,R547,>300nM
MEK6,AG-013736,>300nM
NEK6,AST-487,>300nM
CSNK1A1,AZD-6244/ARRY-886,>300nM
WEE1,MLN-518,>300nM
CDK9,TG-101348,<300nM
MINK,Flavopiridol,<300nM
FGFR2,BMS-540215,<300nM
PIK4CB,Lapatinib,>300nM
RIOK3,Pazopanib,>300nM
CLK2,Crizotinib,<300nM
TXK,Imatinib,>300nM
MST4,A-674563,>300nM
MST4,HKI-272,>300nM
PIK3CG,TAE-684,>300nM
ABL1(F317I)-phosphorylated,AZD-1152HQPA,<300nM
TSSK1B,BMS-540215,>300nM
MTOR,PP-242,>300nM
PIM3,AT-7519,>300nM
RSK3(Kin.Dom.2-C-terminal),CEP-701,<300nM
"EGFR(L747-T751del,Sins)",BMS-540215,>300nM
STK35,Lapatinib,>300nM
NEK7,KW-2449,<300nM
PIP5K2B,PD-173955,>300nM
NIM1,Staurosporine,<300nM
ABL1(T315I)-phosphorylated,PTK-787,>300nM
FGFR2,AC220,>300nM
MUSK,GDC-0879,>300nM
GRK7,GSK-690693,>300nM
CSNK1A1L,PD-173955,>300nM
TLK1,BMS-540215,>300nM
BMPR1B,PTK-787,>300nM
EPHB1,BIRB-796,>300nM
PKN1,GSK-690693,>300nM
FLT3(K663Q),Gefitinib,<300nM
LATS2,Imatinib,>300nM
MINK,Pazopanib,<300nM
ERK2,PKC-412,>300nM
ZAK,LY-333531,>300nM
NEK7,PTK-787,>300nM
MST2,CHIR-265/RAF-265,>300nM
PAK3,PKC-412,<300nM
IRAK4,Ki-20227,>300nM
MKK7,CHIR-265/RAF-265,>300nM
SRMS,BIRB-796,>300nM
IKK-epsilon,GDC-0879,>300nM
CLK4,BMS-540215,>300nM
ABL1(M351T)-phosphorylated,INCB18424,>300nM
EPHB3,PLX-4720,>300nM
PRP4,Ki-20227,>300nM
PRKG2,AB-1010,>300nM
NEK7,GDC-0879,>300nM
SRPK2,MLN-518,>300nM
AURKA,MLN-518,>300nM
ERK3,GSK-690693,>300nM
EPHB1,BMS-387032/SNS-032,>300nM
FGR,AST-487,<300nM
CSNK1A1L,MLN-518,>300nM
EPHA4,Imatinib,>300nM
S6K1,Lapatinib,>300nM
TAOK2,AB-1010,>300nM
MAP3K15,Dasatinib,>300nM
LTK,Staurosporine,<300nM
MAP4K2,CEP-701,<300nM
ARK5,BIRB-796,>300nM
SNRK,AZD-1152HQPA,>300nM
EGFR,TG-101348,<300nM
CAMKK1,AG-013736,>300nM
MTOR,CEP-701,>300nM
RSK1(Kin.Dom.1-N-terminal),BMS-345541,>300nM
MEK3,R406,<300nM
BRAF,PP-242,<300nM
ROCK2,KW-2449,<300nM
PRKCE,AZD-2171,>300nM
PIK3CD,Nilotinib,>300nM
LCK,Lapatinib,>300nM
RSK2(Kin.Dom.1-N-terminal),BI-2536,>300nM
BMPR1A,MLN-120B,>300nM
ACVR2B,AZD-6244/ARRY-886,>300nM
FGFR4,AZD-2171,>300nM
OSR1,GSK-1838705A,>300nM
PLK3,MLN-8054,>300nM
EGFR(G719C),LY-317615,>300nM
QSK,ABT-869,>300nM
ACVR1B,PLX-4720,>300nM
NEK3,LY-317615,>300nM
LZK,PHA-665752,>300nM
AMPK-alpha1,AZD-6244/ARRY-886,>300nM
KIT,ABT-869,<300nM
NEK6,AT-7519,>300nM
IRAK3,Ki-20227,>300nM
KIT(D816H),KW-2449,<300nM
ABL1(M351T)-phosphorylated,TAE-684,<300nM
CTK,Imatinib,>300nM
PRKCE,CI-1033,>300nM
TIE1,Pazopanib,<300nM
